p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.003596383,4.04492191,0.101,0,1,COA8
0.003660751,-0.386945683,0.702,0.784,1,OAZ1
0.003675539,-1.828781032,0.107,0.405,1,TBRG1
0.003677691,2.411464155,0.196,0.054,1,ROGDI
0.003699261,-1.724737996,0.054,0.297,1,RND3
0.003746371,0.824734117,0.393,0.27,1,SELENOF
0.003778483,-0.668617817,0.601,0.892,1,ZFP36L1
0.003828108,-2.301446131,0.131,0.405,1,TRIB1
0.003885361,1.559568032,0.387,0.216,1,CD2AP
0.003968041,1.470087605,0.369,0.27,1,CFI
0.004026071,2.418261606,0.327,0.135,1,ZFYVE16
0.004051657,3.854516008,0.101,0,1,TBCC
0.004087295,-1.324410285,0.292,0.703,1,TCIM
0.004095858,-4.074492213,0.006,0.108,1,ZXDB
0.004156187,-1.736861838,0.143,0.486,1,MEPCE
0.004162455,-1.980743118,0.077,0.351,1,KBTBD2
0.004171306,1.502821875,0.238,0.108,1,C1GALT1C1
0.004171797,-1.523465497,0.048,0.27,1,ZNF711
0.004247599,-1.200319206,0.321,0.676,1,ARPP19
0.004363587,-1.350027915,0.185,0.514,1,PVALB
0.004366358,-2.723030763,0.03,0.243,1,TENT5C
0.004369362,-4.256332005,0.006,0.108,1,EDN2
0.00439414,-1.286350395,0.185,0.541,1,CNPPD1
0.004463488,-0.986219798,0.375,0.73,1,CNN3
0.004478293,1.156843585,0.56,0.432,1,SUCNR1
0.004508324,-1.974215166,0.06,0.297,1,VLDLR
0.004571058,2.389512242,0.137,0.027,1,TPBG
0.004573867,1.502972865,0.286,0.108,1,DHRS3
0.004635544,2.655158995,0.214,0.054,1,IFI30
0.004641263,-1.196163575,0.274,0.676,1,USP22
0.004644267,-4.744163248,0.006,0.135,1,ARID5A
0.004658766,3.17119737,0.161,0.027,1,PSMA6
0.00467639,1.29357541,0.411,0.243,1,ACAA1
0.004705864,-0.854949869,0.464,0.838,1,RNF10
0.004706772,0.913900052,0.292,0.216,1,HOXB7
0.004718098,2.722090617,0.161,0.027,1,SLC16A4
0.004723005,-2.053247472,0.119,0.432,1,ETS2
0.00474015,2.112999191,0.173,0.027,1,TM7SF3
0.004855322,-1.435210471,0.179,0.541,1,RBPMS
0.004894846,-2.673892431,0.036,0.27,1,ZBED1
0.004927491,-2.292997964,0.054,0.297,1,DPH3
0.005042932,-0.742558005,0.274,0.649,1,PBLD
0.005196026,-2.64244302,0.042,0.243,1,KCNMA1
0.005228358,1.206826088,0.238,0.108,1,PRDX4
0.005263115,0.631692197,0.613,0.541,1,REEP5
0.005303738,0.578863146,0.78,0.811,1,HLA-A
0.005400094,1.011984226,0.44,0.324,1,COX11
0.005497065,4.181289303,0.101,0,1,AP4M1
0.005610693,-0.825088567,0.369,0.757,1,IRF2BP2
0.005616818,-0.107074573,0.982,0.973,1,EEF1A1
0.005644318,2.913987326,0.173,0.027,1,AGR2
0.005845858,1.198869047,0.446,0.297,1,REX1BD
0.005911615,-4.376377284,0.006,0.108,1,ARC
0.005987953,0.880968921,0.196,0.108,1,CDC26
0.00607367,4.359862303,0.101,0,1,GDF6
